City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,azovo,54.6997,73.0237,18.86,83,72,2.45,RU,broken clouds
360,banposh,22.25,84.8,26.63,88,100,2.42,IN,overcast clouds
361,port macquarie,-31.4333,152.9167,12.16,89,78,2.8,AU,broken clouds
362,tocoa,15.6833,-86.0,29.79,42,100,2.67,HN,overcast clouds
363,bandar,2.05,99.75,23.89,85,94,1.38,ID,overcast clouds
364,vila velha,-20.3297,-40.2925,24.97,70,75,5.14,BR,broken clouds
365,bulayevo,54.9056,70.4439,16.97,75,100,2.04,KZ,overcast clouds
366,cuatro cienegas de carranza,26.9833,-102.0833,30.13,45,54,2.43,MX,broken clouds
367,al jawf,29.5,38.75,39.8,8,1,1.58,SA,clear sky
368,sa'dah,16.9402,43.7639,26.23,45,46,4.57,YE,scattered clouds
369,vuktyl,63.8567,57.3094,21.98,51,73,1.96,RU,broken clouds
370,garoowe,8.4054,48.4845,29.93,37,63,9.75,SO,broken clouds
371,shitanjing,39.2342,106.3439,24.67,18,0,3.68,CN,clear sky
372,katsuura,35.1333,140.3,24.63,94,100,4.94,JP,overcast clouds
373,lampang,18.3333,99.5,24.01,97,100,0.71,TH,light rain
374,bella union,-30.2752,-57.6007,14.36,60,6,3.87,UY,clear sky
375,yarmouth,41.7057,-70.2286,27.26,86,100,6.17,US,overcast clouds
376,merizo village,13.2658,144.6691,27.85,77,79,6.64,GU,broken clouds
377,kristiansund,63.1115,7.732,21.36,49,0,4.63,NO,clear sky
378,tofol,5.3248,163.0078,27.83,80,100,5.06,FM,moderate rain
379,berdyaush,55.1619,59.1464,13.46,86,67,4.39,RU,broken clouds
380,bad kosen,51.1333,11.7167,28.45,24,4,6.27,DE,clear sky
381,junagarh,19.8667,82.9333,25.49,88,100,3.17,IN,overcast clouds
382,contamana,-7.3333,-75.0167,29.57,68,54,1.08,PE,broken clouds
383,rancho murieta,38.5019,-121.0947,37.89,44,0,0.0,US,clear sky
384,levuka,50.1834,-105.4011,15.9,54,60,3.99,CA,broken clouds
385,punta del este,-34.9667,-54.95,11.06,75,75,8.49,UY,broken clouds
386,colonia,50.9333,6.95,25.7,40,0,6.17,DE,clear sky
387,alamosa,37.4695,-105.87,21.99,37,0,0.0,US,clear sky
388,antsiranana,-12.2787,49.2917,26.42,61,20,4.12,MG,light rain
389,howrah,22.5892,88.3103,28.0,89,40,2.06,IN,haze
390,karratha,-20.7377,116.8463,19.24,35,0,3.24,AU,clear sky
391,waren,53.5167,12.6833,26.03,32,11,5.88,DE,few clouds
392,ain sukhna,29.6002,32.3167,38.3,17,0,3.91,EG,clear sky
393,bunumbu,8.1667,-10.8667,26.48,89,96,1.93,SL,moderate rain
394,tvoroyri,61.5556,-6.8111,10.41,84,100,7.65,FO,overcast clouds
395,north bend,43.4065,-124.2243,15.7,94,100,2.57,US,mist
396,revelstoke,50.9832,-118.2023,17.01,77,0,1.03,CA,haze
397,tongchuanshi,35.0806,109.0897,23.6,43,0,2.01,CN,clear sky
398,fregenal de la sierra,38.1692,-6.6537,34.64,8,1,3.8,ES,clear sky
399,leava,-14.3,-178.1667,26.19,84,99,11.86,WF,moderate rain
400,puerto aysen,-45.4,-72.7,2.49,84,69,0.8,CL,broken clouds
401,taksimo,56.3444,114.8794,17.42,70,11,0.32,RU,few clouds
402,al kharijah,25.4514,30.5464,39.14,9,0,4.41,EG,clear sky
403,makoua,0.0069,15.6333,29.33,55,91,0.71,CG,light rain
404,dolbeau-mistassini,48.8763,-72.212,21.36,99,100,2.53,CA,overcast clouds
405,pauini,-7.7136,-66.9764,34.14,40,10,1.46,BR,clear sky
406,berdigestyakh,62.0989,126.6992,6.67,81,25,0.57,RU,scattered clouds
407,korla,41.7597,86.1469,34.72,15,2,3.26,CN,clear sky
408,mucuri,-18.0864,-39.5508,24.35,68,59,2.9,BR,broken clouds
409,ingeniero guillermo n. juarez,-23.9,-61.85,21.6,36,47,1.72,AR,scattered clouds
410,bacalar,18.6667,-88.3833,32.06,66,75,5.14,MX,broken clouds
411,luderitz,-26.6481,15.1594,18.68,50,0,6.03,NA,clear sky
412,tamanrasset,22.785,5.5228,29.95,28,40,5.66,DZ,scattered clouds
413,lorengau,-2.0226,147.2712,27.59,78,51,4.26,PG,broken clouds
414,yigo village,13.5361,144.8886,27.16,84,40,8.75,GU,mist
415,progreso,21.2833,-89.6667,32.84,55,7,2.58,MX,clear sky
416,camarinas,43.1311,-9.1817,21.07,64,14,4.43,ES,few clouds
417,lycksele,64.5954,18.6735,14.93,94,100,6.69,SE,moderate rain
418,waitara,-38.925,174.25,11.79,75,1,9.3,NZ,light rain
419,stjordalshalsen,63.4681,10.9262,22.0,49,0,4.12,NO,clear sky
420,marka,1.7159,44.7717,24.7,81,24,7.89,SO,few clouds
421,gargalianoi,37.0667,21.6333,32.42,57,9,1.72,GR,clear sky
422,adler,43.43,39.92,27.09,39,40,5.0,RU,scattered clouds
423,nizhniy odes,63.6445,54.856,21.36,51,81,1.1,RU,broken clouds
424,turinsk,58.0458,63.696,17.24,66,61,3.09,RU,broken clouds
425,mouila,-1.8685,11.0559,24.95,88,100,1.38,GA,overcast clouds
426,khandyga,62.6667,135.6,11.97,62,68,1.44,RU,broken clouds
427,bhamo,24.2667,97.2333,23.95,97,100,0.46,MM,overcast clouds
428,pohang,36.0322,129.365,24.19,93,1,2.28,KR,light rain
429,juneau,58.3019,-134.4197,16.34,91,75,3.09,US,broken clouds
430,goribidnur,13.6111,77.5167,25.27,67,100,6.05,IN,overcast clouds
431,el charco,2.4769,-78.1105,29.6,73,97,1.41,CO,overcast clouds
432,santa rosalia,27.3167,-112.2833,30.06,64,76,1.76,MX,light rain
433,essaouira,31.5125,-9.77,29.72,51,0,9.26,MA,clear sky
434,boguchany,58.3814,97.4531,15.53,84,72,1.61,RU,broken clouds
435,bikenibeu village,1.3673,173.1241,27.98,83,20,1.03,KI,light rain
436,lautoka,-17.6167,177.4667,19.92,88,75,1.03,FJ,broken clouds
437,jeddah,21.5169,39.2192,38.92,19,0,5.14,SA,clear sky
438,yuzhno-kurilsk,44.0306,145.8556,13.13,93,100,0.36,RU,overcast clouds
439,huesca,42.1362,-0.4087,30.59,44,0,4.63,ES,clear sky
440,mariehamn,60.0973,19.9348,18.92,88,20,7.2,AX,few clouds
441,el tambo,1.4181,-77.3968,19.77,49,40,2.06,CO,scattered clouds
442,mikhaylovskoye,51.8239,79.7172,17.81,69,17,4.47,RU,few clouds
443,langxiang,46.95,128.8833,13.75,99,100,0.66,CN,overcast clouds
444,wanning,18.8003,110.3967,25.33,92,100,3.45,CN,moderate rain
445,pisco,-13.7,-76.2167,20.03,73,100,3.09,PE,overcast clouds
446,srikakulam,18.3,83.9,27.91,78,100,2.95,IN,light rain
447,deming,32.2687,-107.7586,29.94,32,0,3.09,US,clear sky
448,ostseebad binz,54.3999,13.6105,21.49,61,60,2.81,DE,broken clouds
449,plettenberg bay,-34.0527,23.3716,15.91,62,65,0.35,ZA,broken clouds
450,khovd,48.0056,91.6419,23.99,31,1,4.18,MN,clear sky
451,prymors'k,46.7348,36.3443,26.87,40,33,4.56,UA,scattered clouds
452,chipinge,-20.1883,32.6236,13.19,40,0,1.37,ZW,clear sky
453,badarpur,24.9,92.6,25.84,93,100,0.39,IN,overcast clouds
454,grajau,-5.8194,-46.1386,35.67,22,6,4.46,BR,clear sky
455,shimabara,32.7833,130.3667,26.61,88,1,1.33,JP,clear sky
456,mossel bay,-34.1831,22.146,15.96,69,76,1.5,ZA,broken clouds
457,dampit,-8.2116,112.7493,18.96,93,8,1.95,ID,clear sky
458,dakhla,23.6848,-15.958,24.01,69,0,11.32,EH,clear sky
459,zhezqazghan,47.7833,67.7667,31.32,21,96,1.83,KZ,overcast clouds
460,taitung city,22.7583,121.1444,27.33,83,100,1.82,TW,light rain
461,pandua,23.0833,88.2833,28.33,79,100,4.47,IN,overcast clouds
462,olinda,-8.0089,-34.8553,23.85,94,75,5.14,BR,broken clouds
463,el bauga,18.262,33.9081,40.21,18,0,2.64,SD,clear sky
464,manicore,-5.8092,-61.3003,30.97,70,20,2.06,BR,few clouds
465,lucapa,-8.4192,20.7447,30.4,17,1,1.58,AO,clear sky
466,brookings,44.3114,-96.7984,22.19,65,0,6.69,US,haze
467,shijiazhuang,38.0414,114.4786,22.92,31,0,1.05,CN,clear sky
468,chela,34.069,104.4619,13.3,71,4,0.4,CN,clear sky
469,dzhangala,49.2167,50.3333,17.71,79,100,7.83,KZ,overcast clouds
470,floro,61.5996,5.0328,16.04,82,100,11.83,NO,light intensity shower rain
471,moranbah,-22.0016,148.0466,16.78,72,76,5.1,AU,broken clouds
472,zelenogradsk,54.9589,20.4767,22.76,72,75,3.0,RU,broken clouds
473,katsina,12.9894,7.6006,26.94,74,75,6.17,NG,thunderstorm with light rain
474,labrador city,52.9463,-66.9114,20.95,68,20,4.63,CA,few clouds
475,nogent-sur-seine,48.4167,3.75,25.59,24,65,6.66,FR,broken clouds
476,mili,6.0815,171.735,27.91,72,74,6.17,MH,broken clouds
477,canete,-37.8,-73.4,9.73,55,100,2.35,CL,overcast clouds
478,ankang,32.68,109.0172,23.16,78,0,1.26,CN,clear sky
479,chitungwiza,-18.0127,31.0756,13.88,40,0,3.09,ZW,clear sky
480,sooke,48.3746,-123.7276,21.8,73,27,3.67,CA,scattered clouds
481,malaunay,49.5271,1.0429,20.75,69,100,4.12,FR,overcast clouds
482,urumqi,43.801,87.6005,30.53,27,0,3.0,CN,clear sky
483,san fernando,15.0286,120.6898,25.85,93,100,2.79,PH,moderate rain
484,kharp,66.8014,65.8081,18.99,69,60,2.34,RU,broken clouds
485,haimen,23.1935,116.6142,26.94,89,63,8.08,CN,broken clouds
486,wad medani,14.4012,33.5199,35.67,30,27,5.31,SD,scattered clouds
487,pont rouge,48.8833,-72.0825,21.16,98,100,2.16,CA,overcast clouds
488,saldus,56.6636,22.4881,21.16,76,100,2.63,LV,overcast clouds
489,markovo,57.3206,107.0881,16.92,95,59,1.25,RU,light rain
490,morehead city,34.7229,-76.726,32.23,86,75,7.72,US,broken clouds
491,trafaria,38.6722,-9.2327,25.9,40,0,10.8,PT,clear sky
492,remire-montjoly,4.9167,-52.2667,32.02,66,100,4.63,GF,overcast clouds
493,xilin hot,43.9667,116.0333,18.6,54,1,2.58,CN,clear sky
494,mynamaki,60.7446,22.0243,18.39,93,100,3.94,FI,overcast clouds
495,beyla,8.6833,-8.6333,22.65,93,100,0.32,GN,moderate rain
496,palmer,42.1584,-72.3287,24.34,85,100,4.12,US,heavy intensity rain
497,piriapolis,-34.8682,-55.2744,11.09,75,75,8.23,UY,broken clouds
498,sao joao da barra,-21.6403,-41.0511,28.05,64,18,5.86,BR,few clouds
499,rajahmundry,16.9833,81.7833,30.13,79,75,5.14,IN,broken clouds
500,elesbao veloso,-6.2019,-42.1403,36.43,19,4,3.55,BR,clear sky
501,bonga,7.2833,36.2333,16.75,97,63,0.7,ET,moderate rain
502,umarkot,25.3616,69.7362,33.6,51,58,9.32,PK,broken clouds
503,dazhou,31.2159,107.5009,24.27,89,7,1.5,CN,clear sky
504,bijie,27.3125,105.2942,17.01,82,1,1.23,CN,clear sky
505,guarapari,-20.6667,-40.4975,24.38,58,6,8.41,BR,clear sky
506,sivers'k,48.867,38.1001,21.26,64,100,2.43,UA,overcast clouds
507,novosergiyevka,52.0934,53.6528,17.21,77,66,3.81,RU,broken clouds
508,aswan,24.0934,32.907,43.61,7,0,5.14,EG,clear sky
509,fortuna,40.5982,-124.1573,13.19,98,100,0.0,US,overcast clouds
510,mugia,43.1041,-9.2179,21.06,65,11,4.76,ES,few clouds
511,gao,16.6362,1.637,38.84,23,15,3.15,ML,few clouds
512,mahina,-17.5065,-149.489,20.87,83,20,2.06,PF,few clouds
513,ipilan,8.8431,117.9033,27.15,81,100,4.81,PH,overcast clouds
514,yaren,-0.5472,166.916,28.31,76,82,5.01,NR,moderate rain
515,rudbar,30.15,62.6,37.87,9,0,1.28,AF,clear sky
516,rumphi,-11.0186,33.8575,16.44,65,0,2.18,MW,clear sky
517,tozkhurmato,34.8905,44.6299,41.48,7,0,3.9,IQ,clear sky
518,puerto deseado,-47.7503,-65.8938,3.41,53,11,8.63,AR,few clouds
519,mamuju,-2.6748,118.8885,25.11,85,70,2.4,ID,broken clouds
520,federacion,-31.0062,-57.8996,11.44,50,25,3.48,AR,scattered clouds
521,la foa,-21.7108,165.8276,17.61,69,17,1.55,NC,few clouds
522,bei'an,24.5399,109.533,27.87,60,21,4.52,CN,moderate rain
523,arkhangel'sk,64.5401,40.5433,22.07,53,57,1.27,RU,broken clouds
524,nizhniy kuranakh,58.8353,125.4869,10.47,92,31,0.73,RU,scattered clouds
525,nanping,26.645,118.1736,26.18,84,100,0.78,CN,overcast clouds
526,pacific grove,36.6177,-121.9166,19.0,81,0,2.06,US,clear sky
527,quang ngai,15.1167,108.8,25.19,90,100,2.21,VN,overcast clouds
528,yatou,37.15,122.3833,23.06,70,100,1.59,CN,overcast clouds
529,kisangani,0.5167,25.2,29.03,58,67,1.34,CD,broken clouds
530,black point,-34.6187,137.8972,9.61,77,0,1.93,AU,clear sky
531,kapoeta,4.7717,33.5903,30.2,36,44,3.15,SS,scattered clouds
532,bilara,26.1792,73.7056,31.89,55,100,4.19,IN,overcast clouds
533,bay city,43.5945,-83.8889,26.17,74,0,5.66,US,smoke
534,feijo,-8.1642,-70.3536,32.42,46,23,1.31,BR,few clouds
535,linhai,28.85,121.1167,27.74,85,100,1.29,CN,overcast clouds
536,urangan,-25.3,152.9,18.95,77,88,5.32,AU,overcast clouds
537,golfito,8.639,-83.166,29.52,74,79,1.6,CR,light rain
538,nezhinka,51.7676,55.3694,18.09,82,40,4.0,RU,scattered clouds
539,miki,34.8,134.9833,27.79,87,72,2.2,JP,broken clouds
540,vorkuta,67.5,64.0,18.57,67,97,3.12,RU,light rain
541,sirte,31.2089,16.5887,29.27,67,1,6.28,LY,clear sky
542,fedorovskiy,45.0972,40.9517,20.77,65,85,1.0,RU,overcast clouds
543,tangalle,6.024,80.7911,28.09,78,31,5.81,LK,scattered clouds
544,folkston,30.8305,-82.0098,32.88,72,86,0.89,US,overcast clouds
545,hacienda huancane,-15.8222,-70.8856,9.39,16,7,1.91,PE,clear sky
546,algeciras,36.1333,-5.4505,30.82,40,0,2.06,ES,clear sky
547,ban talat bueng,13.0715,101.0031,31.61,75,97,6.67,TH,light rain
548,roslavl',53.9528,32.8639,22.99,54,10,2.08,RU,clear sky
549,kununurra,-15.7667,128.7333,17.99,82,16,0.0,AU,few clouds
550,bethanie,-26.4833,17.15,20.32,19,0,4.37,NA,clear sky
551,gamba,-2.65,10.0,22.77,78,1,4.6,GA,clear sky
552,harstad,68.799,16.5293,18.66,87,100,10.28,NO,light rain
553,bowen,-20.0167,148.2333,19.76,83,33,7.46,AU,scattered clouds
554,villa gesell,-37.2639,-56.973,11.14,67,72,8.4,AR,broken clouds
555,charters towers,-20.1,146.2667,14.68,66,61,3.32,AU,broken clouds
556,kapuskasing,49.4169,-82.4331,22.05,68,75,4.12,CA,broken clouds
557,besuki,-7.7338,113.6979,24.7,71,19,2.75,ID,few clouds
558,bozoum,6.3193,16.3799,28.3,71,25,1.45,CF,scattered clouds
559,uvinza,-5.1036,30.3911,25.14,34,7,0.48,TZ,clear sky
560,saint croix,17.7397,-64.7388,30.25,66,40,6.17,VI,scattered clouds
561,usogorsk,63.4106,48.6872,22.82,55,79,2.93,RU,broken clouds
562,seydisehir,37.4193,31.8453,27.36,29,0,5.63,TR,clear sky
563,kerikeri,-35.2268,173.9474,11.62,90,56,0.45,NZ,broken clouds
564,kindu,-2.95,25.95,31.63,32,44,1.03,CD,scattered clouds
565,gizo,-8.103,156.8419,26.9,82,99,1.17,SB,overcast clouds
566,kavieng,-2.5744,150.7967,27.98,76,77,3.69,PG,broken clouds
567,tomiya,38.3931,140.8861,24.09,88,24,1.71,JP,few clouds
568,mitu,1.1983,-70.1733,28.64,70,70,1.38,CO,broken clouds
569,lazaro cardenas,17.9583,-102.2,30.06,71,85,1.26,MX,overcast clouds
570,kattivakkam,13.2167,80.3167,31.05,86,100,3.48,IN,overcast clouds
571,mangai,-4.05,19.5333,34.22,22,7,0.78,CD,clear sky
572,bull savanna,17.8868,-77.5902,30.88,59,6,4.95,JM,clear sky
573,beloyarskiy,63.7119,66.6722,19.46,56,50,1.64,RU,scattered clouds
574,eastham,41.8301,-69.9739,27.19,87,100,4.12,US,overcast clouds
575,sodankyla,67.4167,26.6,21.65,44,88,4.3,FI,overcast clouds
576,warmbad,-28.45,18.7333,19.77,23,1,3.02,NA,clear sky
577,saint-francois,46.4154,3.9054,25.69,41,0,2.06,FR,clear sky
578,shimoga,13.9167,75.5667,22.77,88,100,3.58,IN,overcast clouds
579,zemio,5.0314,25.1361,27.12,69,87,0.09,CF,overcast clouds
580,douglas,41.3,-96.167,23.66,88,40,1.54,US,mist
